name,age,gender,income,state,marital_status,education,employment_status,household_size,owns_home
sdv-id-TmOPVk,30,M,25672,Missouri,married,master,retired,2,False
sdv-id-MJiRXn,18,M,27969,Vermont,single,high_school,self_employed,6,False
sdv-id-SiJXfi,43,M,25672,Kentucky,widowed,other,employed,1,False
sdv-id-xkwEWE,18,F,25672,Texas,married,other,unemployed,2,False
sdv-id-HjILcx,18,F,142455,Arizona,widowed,other,retired,4,False
sdv-id-mTlsuS,37,F,25672,Montana,divorced,phd,employed,2,True
sdv-id-xUPCFS,80,M,25672,North Dakota,single,master,retired,1,True
sdv-id-bhRBFI,80,F,79098,New York,single,phd,self_employed,2,False
sdv-id-ASGrAh,19,F,148518,Wyoming,widowed,bachelor,self_employed,4,False
sdv-id-cXnjGo,18,F,130888,Georgia,divorced,other,employed,4,False
sdv-id-HphHzb,50,M,25672,Kentucky,divorced,other,retired,4,False
sdv-id-tFlKYD,46,F,59822,Pennsylvania,widowed,bachelor,self_employed,2,True
sdv-id-mVAhYn,18,F,118838,Michigan,single,master,unemployed,3,False
sdv-id-Qdocxa,18,M,46431,West Virginia,divorced,phd,unemployed,5,False
sdv-id-guLZLy,18,M,66586,Colorado,single,other,retired,5,False
sdv-id-tIGhmq,37,M,25672,South Carolina,divorced,master,unemployed,5,True
sdv-id-VJBEmd,56,F,76348,Oregon,married,master,retired,5,False
sdv-id-PPVeBq,18,F,45549,Vermont,married,high_school,retired,3,False
sdv-id-KvONjH,18,F,133354,Ohio,divorced,master,self_employed,1,True
sdv-id-EBYixq,18,F,79897,Illinois,married,master,self_employed,6,False
sdv-id-obUZKD,80,F,102230,Wyoming,divorced,phd,retired,5,True
sdv-id-VsSSGM,57,F,25672,Alabama,married,high_school,employed,4,False
sdv-id-sbXVAc,66,M,25672,Kentucky,widowed,other,employed,6,False
sdv-id-tHWmLi,18,M,25672,Missouri,single,phd,self_employed,5,False
sdv-id-WnluhH,35,F,30774,Alabama,married,bachelor,retired,5,False
sdv-id-UGCzMr,62,M,25672,Rhode Island,single,phd,unemployed,4,False
sdv-id-NWqmwj,42,F,35847,South Carolina,divorced,bachelor,retired,6,True
sdv-id-LpjrBL,18,F,60202,Michigan,married,bachelor,retired,4,False
sdv-id-kWzMbW,35,F,25672,Nebraska,divorced,master,employed,2,False
sdv-id-JnLFTG,18,F,25672,Nebraska,single,master,employed,1,False
sdv-id-SZtGHQ,32,M,60452,Massachusetts,married,master,employed,4,True
sdv-id-UzrzlH,60,M,46854,New Jersey,single,bachelor,employed,4,False
sdv-id-PTrwXG,67,M,163592,Vermont,widowed,master,retired,6,False
sdv-id-ulDSFs,20,F,25672,Georgia,divorced,bachelor,employed,2,True
sdv-id-WNewtA,35,M,25672,Pennsylvania,widowed,high_school,retired,2,True
sdv-id-aFHDhv,18,M,25672,Wisconsin,widowed,other,retired,1,True
sdv-id-QUtmMC,40,M,105589,Minnesota,single,other,self_employed,5,True
sdv-id-PXbpCt,44,F,54924,Vermont,widowed,phd,self_employed,2,False
sdv-id-WZNhvr,20,M,66983,Alabama,married,master,unemployed,2,False
sdv-id-cpnBEd,54,F,66116,Mississippi,married,bachelor,self_employed,2,True
sdv-id-ajjXTA,58,F,58614,Missouri,single,master,unemployed,6,False
sdv-id-bBxZfg,18,M,25672,South Carolina,married,bachelor,retired,3,True
sdv-id-vveNad,24,M,25672,Oregon,married,other,retired,4,False
sdv-id-SVBnxq,65,M,25672,Alaska,single,master,retired,2,False
sdv-id-NxJDFG,18,M,68853,New Mexico,widowed,phd,employed,4,True
sdv-id-jXZIWD,18,F,26066,Illinois,widowed,other,unemployed,6,False
sdv-id-JFdgIE,50,F,75151,California,widowed,phd,employed,1,False
sdv-id-EvwXOg,58,F,25672,Utah,divorced,phd,retired,4,False
sdv-id-QgvYwy,54,F,78593,Arkansas,divorced,bachelor,unemployed,1,True
sdv-id-EUnEvl,46,F,124255,North Carolina,divorced,other,employed,1,True
sdv-id-lmVFts,73,M,42861,Ohio,single,other,employed,6,True
sdv-id-tyhSos,71,F,25672,Louisiana,divorced,high_school,employed,2,False
sdv-id-CRanvK,58,F,25672,Oregon,divorced,master,employed,5,True
sdv-id-jWyacL,46,F,99550,Colorado,widowed,bachelor,self_employed,6,True
sdv-id-opsAFg,18,M,114611,South Dakota,divorced,bachelor,unemployed,1,False
sdv-id-erMMJy,18,F,57726,New Jersey,divorced,phd,unemployed,3,False
sdv-id-agXEEa,41,F,78412,Mississippi,married,high_school,retired,4,False
sdv-id-ihziiM,62,M,105171,Missouri,divorced,other,employed,5,True
sdv-id-BFlcKp,69,F,48084,Pennsylvania,single,other,retired,1,True
sdv-id-kLQmQA,18,M,25672,Indiana,single,master,employed,1,False
sdv-id-zjNaPy,18,F,112103,Tennessee,divorced,bachelor,retired,4,True
sdv-id-aqtTvr,18,F,178449,North Carolina,widowed,bachelor,self_employed,1,False
sdv-id-nrDoAk,31,M,30170,Louisiana,married,phd,self_employed,2,False
sdv-id-cmcsJt,34,M,51916,Utah,single,high_school,unemployed,1,True
sdv-id-kiHlfl,49,M,25672,Virginia,married,other,retired,4,True
sdv-id-WJCfIm,58,M,61640,North Dakota,married,high_school,self_employed,5,False
sdv-id-FGNNFV,35,M,143346,Alaska,single,master,unemployed,2,True
sdv-id-vctmPb,45,M,98539,Florida,widowed,phd,unemployed,1,False
sdv-id-NsaYpy,80,M,107355,West Virginia,single,bachelor,unemployed,3,False
sdv-id-AOqeei,50,M,30154,North Dakota,married,phd,self_employed,3,True
sdv-id-HTdjRb,50,F,26400,Nebraska,widowed,high_school,employed,1,True
sdv-id-TxOrMI,56,F,162291,Alaska,widowed,high_school,self_employed,4,False
sdv-id-jDrPCO,18,M,25672,Alaska,divorced,phd,retired,1,False
sdv-id-QSsxaZ,35,F,68137,Wyoming,married,other,employed,1,False
sdv-id-oSaArv,58,F,114882,Louisiana,single,phd,employed,6,True
sdv-id-vNTOjY,56,M,25672,Florida,widowed,phd,self_employed,4,False
sdv-id-NisdWT,20,F,86962,Arkansas,married,phd,retired,4,False
sdv-id-OUlBYW,33,F,25820,South Dakota,single,high_school,employed,5,True
sdv-id-aUcDmk,61,M,111506,Montana,divorced,bachelor,retired,5,True
sdv-id-jcQWba,51,M,84301,Utah,widowed,bachelor,unemployed,1,False
sdv-id-hBoIPV,50,M,116494,North Dakota,divorced,other,employed,2,True
sdv-id-HbUTQL,25,M,59702,Maryland,married,bachelor,self_employed,6,False
sdv-id-tXswvD,48,M,71143,Virginia,divorced,high_school,retired,5,True
sdv-id-gOaGGE,53,M,25672,Minnesota,single,other,employed,1,False
sdv-id-KmjcEU,80,F,50397,West Virginia,married,master,employed,3,False
sdv-id-pzQBUH,55,M,178449,Tennessee,divorced,master,employed,4,False
sdv-id-BoZhuv,54,M,100511,North Dakota,single,bachelor,retired,2,False
sdv-id-MmXETx,54,M,25672,Ohio,single,master,self_employed,4,False
sdv-id-qKsbPJ,66,F,132886,Maine,married,master,employed,2,False
sdv-id-bMDYPk,67,F,28351,Florida,married,master,retired,5,True
sdv-id-yzuDgq,38,M,25672,North Dakota,widowed,bachelor,self_employed,4,True
sdv-id-xvdFmO,33,M,35182,Texas,married,phd,self_employed,4,True
sdv-id-nUiFJA,38,M,75198,Nebraska,married,other,retired,5,False
sdv-id-CZMjOV,53,F,104204,Georgia,married,master,retired,6,False
sdv-id-cclJET,58,M,25672,Indiana,single,master,employed,3,False
sdv-id-JlRiOx,29,F,25672,Mississippi,divorced,master,unemployed,5,True
sdv-id-nvkpZi,40,M,65413,Nebraska,widowed,high_school,unemployed,4,True
sdv-id-TPXktF,24,F,25672,Utah,single,high_school,self_employed,6,False
sdv-id-DRpndW,52,F,82468,Arkansas,widowed,bachelor,retired,2,False
sdv-id-SRtiZJ,26,F,25672,New Mexico,divorced,other,employed,6,False
sdv-id-tTKccn,18,M,79514,Maryland,single,other,employed,1,False
sdv-id-sXbdLr,49,M,25672,Nebraska,widowed,master,self_employed,5,True
sdv-id-wdIYkL,60,F,35865,Kansas,married,phd,employed,3,True
sdv-id-wKBLDK,19,F,165451,Oklahoma,widowed,other,employed,2,True
sdv-id-IzlTiE,18,M,130815,Tennessee,divorced,master,retired,2,False
sdv-id-pvKyZr,18,M,178449,Oregon,married,high_school,self_employed,3,True
sdv-id-BrnUVA,64,F,25672,Iowa,single,other,retired,2,True
sdv-id-omLyno,18,F,94758,Minnesota,widowed,master,unemployed,5,True
sdv-id-NajogR,24,M,32098,California,single,bachelor,retired,6,False
sdv-id-dbJUvA,18,F,83518,West Virginia,widowed,other,self_employed,2,True
sdv-id-oBKoUn,18,F,25672,Washington,married,master,employed,5,False
sdv-id-jRUrEs,60,F,86315,Florida,married,high_school,self_employed,6,False
sdv-id-AeCWQT,18,F,28204,Missouri,divorced,bachelor,retired,2,False
sdv-id-WbGtWO,18,F,92523,Connecticut,divorced,bachelor,employed,5,False
sdv-id-MNDaNt,41,F,57139,South Carolina,married,phd,employed,5,False
sdv-id-rlsTTe,63,M,62911,Tennessee,single,bachelor,retired,3,False
sdv-id-jKtjKH,50,M,25672,Pennsylvania,married,other,retired,5,False
sdv-id-klrbSd,40,M,72515,Vermont,widowed,other,retired,2,False
sdv-id-BNYPtG,18,F,48491,Ohio,single,bachelor,unemployed,5,False
sdv-id-QpEKbl,18,M,77749,South Dakota,married,other,retired,5,True
sdv-id-KvcAiR,56,F,25672,Connecticut,divorced,master,unemployed,1,False
sdv-id-nQelhD,18,F,96949,Washington,widowed,bachelor,unemployed,6,False
sdv-id-XFRAYB,18,F,32790,Alaska,married,bachelor,employed,4,True
sdv-id-EiTYrN,39,M,25672,Georgia,married,master,employed,6,False
sdv-id-NXZzty,31,F,25672,Alabama,single,other,retired,4,True
sdv-id-dKqIwM,46,M,25672,Illinois,widowed,master,unemployed,3,True
sdv-id-obAvED,18,F,70501,Connecticut,widowed,phd,self_employed,1,False
sdv-id-yYNhiY,18,M,102082,Washington,single,bachelor,self_employed,2,False
sdv-id-LDZYSC,18,F,25672,California,single,phd,employed,5,True
sdv-id-dwaHwl,18,M,92198,Louisiana,widowed,phd,retired,4,True
sdv-id-LFRXaG,32,F,60721,Michigan,widowed,master,self_employed,1,False
sdv-id-FBXxpc,60,F,81159,Wisconsin,single,bachelor,self_employed,6,False
sdv-id-hEiqRI,18,M,28018,Mississippi,divorced,high_school,unemployed,3,True
sdv-id-ILedlE,48,M,25672,North Dakota,married,bachelor,retired,4,True
sdv-id-ZztbhS,18,F,81764,Hawaii,widowed,phd,employed,4,True
sdv-id-SDCVwl,41,M,178449,North Dakota,widowed,high_school,self_employed,3,False
sdv-id-ZMyjZv,51,M,105653,Hawaii,single,master,retired,6,True
sdv-id-hktzpE,37,M,169626,Indiana,married,master,unemployed,2,False
sdv-id-dVHZgA,27,M,25672,New Jersey,widowed,high_school,retired,4,False
sdv-id-DUXmHa,46,M,25672,New Mexico,single,bachelor,retired,3,False
sdv-id-BoTbMy,54,F,61979,Arkansas,divorced,phd,self_employed,1,True
sdv-id-opcoLy,31,M,25672,Ohio,single,bachelor,retired,4,True
sdv-id-uHVbYE,48,M,121356,Mississippi,married,phd,self_employed,4,False
sdv-id-dCByiN,34,M,25672,Louisiana,single,master,self_employed,6,False
sdv-id-lHNHLe,18,M,60103,Missouri,widowed,phd,employed,2,False
sdv-id-ttgelk,18,M,87446,West Virginia,single,phd,self_employed,2,False
sdv-id-ptYtOJ,47,F,25672,North Carolina,married,other,unemployed,1,True
sdv-id-GYlPeq,70,F,67924,Alabama,widowed,phd,employed,3,False
sdv-id-QAmrfU,54,M,91461,New York,single,other,retired,2,False
sdv-id-uUvBeN,51,M,65801,North Carolina,married,master,retired,2,False
sdv-id-ZOsctD,18,F,107441,Oklahoma,divorced,high_school,retired,1,False
sdv-id-bqWwtx,37,F,89363,West Virginia,married,bachelor,unemployed,5,True
sdv-id-cqHwYf,42,M,67563,Connecticut,single,high_school,retired,1,False
sdv-id-tNzrVm,59,F,104793,South Dakota,married,master,retired,3,False
sdv-id-yvRRSo,62,M,46729,Florida,divorced,other,retired,2,True
sdv-id-zZiPtX,18,F,56135,Wisconsin,single,master,retired,6,False
sdv-id-jVjpwg,18,M,55240,Connecticut,single,other,retired,4,True
sdv-id-WzxLQk,69,F,25672,New York,divorced,phd,employed,6,False
sdv-id-rnkrtW,33,F,71798,Pennsylvania,divorced,bachelor,unemployed,1,False
sdv-id-kowvtQ,51,F,98520,South Dakota,divorced,high_school,employed,1,True
sdv-id-RdHAFV,53,F,25672,Missouri,married,other,self_employed,5,False
sdv-id-xhjbNL,18,F,82877,Wyoming,married,other,employed,1,True
sdv-id-rICkkM,18,M,25672,Pennsylvania,married,bachelor,retired,3,True
sdv-id-OyBCTv,51,M,25672,Alaska,widowed,bachelor,self_employed,3,True
sdv-id-jigWGM,18,F,85118,Ohio,divorced,master,self_employed,5,True
sdv-id-FFSCgi,45,F,25672,Utah,married,phd,unemployed,1,True
sdv-id-dkLWgz,43,M,54706,New York,married,bachelor,retired,5,False
sdv-id-NDSprx,28,M,69042,Alabama,single,other,retired,5,False
sdv-id-QoJocd,18,F,75399,Minnesota,widowed,phd,self_employed,2,True
sdv-id-YwxAUQ,35,F,25672,Pennsylvania,divorced,other,unemployed,2,False
sdv-id-eRULGy,73,M,30460,Tennessee,widowed,bachelor,unemployed,5,False
sdv-id-qvwqGG,71,F,48019,Washington,single,other,employed,2,True
sdv-id-yrZLHx,68,M,66910,Vermont,widowed,high_school,self_employed,5,True
sdv-id-ZOzpOm,49,M,25672,Montana,divorced,high_school,self_employed,1,True
sdv-id-pFaiEl,45,M,25672,Minnesota,married,high_school,retired,5,True
sdv-id-uhwyRL,53,M,25672,Arizona,widowed,phd,employed,1,False
sdv-id-sjogCG,42,M,84480,California,widowed,bachelor,unemployed,3,True
sdv-id-smpCnS,26,M,25672,Alaska,single,other,self_employed,1,False
sdv-id-AGcCkl,61,M,55706,North Carolina,divorced,phd,retired,2,False
sdv-id-MpLkXl,35,M,178449,Wyoming,widowed,other,self_employed,6,True
sdv-id-fHWqfD,32,F,55755,Kansas,widowed,bachelor,unemployed,3,False
sdv-id-NnKBKJ,43,M,53219,Idaho,divorced,master,unemployed,2,False
sdv-id-oDwADR,44,M,30509,Minnesota,single,phd,retired,5,False
sdv-id-YNdVAc,29,M,62526,Florida,widowed,phd,retired,2,True
sdv-id-vZAazt,56,F,25672,Nebraska,single,other,retired,4,False
sdv-id-BwjLTk,18,F,57354,Vermont,married,other,retired,6,False
sdv-id-TMlAuo,18,F,39518,New York,married,master,unemployed,1,True
sdv-id-xsHTJD,18,F,98773,Virginia,married,bachelor,employed,4,False
sdv-id-TjXZEo,60,M,25672,Vermont,single,master,unemployed,6,False
sdv-id-GFNbxT,38,F,25672,Georgia,single,master,unemployed,6,True
sdv-id-WvkWSi,34,M,30702,Virginia,widowed,bachelor,self_employed,2,True
sdv-id-OQwSOF,69,M,30935,Rhode Island,widowed,master,self_employed,1,False
sdv-id-aibYne,52,F,25672,Oklahoma,single,bachelor,self_employed,2,False
sdv-id-Tyscyp,18,M,37239,New York,married,high_school,employed,1,True
sdv-id-PwZzer,45,F,69835,Utah,divorced,master,self_employed,3,True
sdv-id-uEkaru,75,F,136858,Ohio,single,phd,employed,6,False
sdv-id-TlqyCB,36,F,109384,Alaska,divorced,master,retired,5,True
sdv-id-jNuIUR,35,F,82821,Maryland,married,bachelor,employed,4,False
sdv-id-wpDuYr,43,F,52547,Kentucky,single,other,employed,1,True
sdv-id-YIvZdZ,64,F,30906,Montana,widowed,bachelor,retired,2,False
sdv-id-mCLRCU,18,M,135067,Washington,divorced,high_school,employed,2,False
sdv-id-yiIpkS,18,M,25672,Oklahoma,single,master,retired,5,True
sdv-id-PXncxi,18,F,106313,Michigan,single,other,employed,1,False
sdv-id-BMwyWH,67,M,28642,Iowa,single,high_school,retired,4,True
sdv-id-bZFlib,59,F,25672,South Carolina,divorced,bachelor,employed,5,True
sdv-id-JQRmuE,18,F,25672,West Virginia,married,master,self_employed,1,False
sdv-id-UwowQR,54,M,25672,Georgia,single,other,employed,4,False
sdv-id-teTtZs,56,F,162975,Delaware,single,high_school,employed,4,False
sdv-id-PmrLAd,31,F,25672,Kentucky,single,master,employed,2,False
sdv-id-ecmOXk,71,M,178449,Georgia,widowed,master,employed,3,True
sdv-id-NmTKrH,18,F,71459,Michigan,widowed,phd,self_employed,2,False
sdv-id-tAPuVG,45,F,25672,South Carolina,widowed,bachelor,unemployed,6,False
sdv-id-cvMBna,43,M,119595,Colorado,divorced,phd,unemployed,2,False
sdv-id-uedgeF,71,F,81072,Nevada,single,high_school,self_employed,5,False
sdv-id-xgZHzn,69,M,125984,Nebraska,divorced,master,retired,4,True
sdv-id-xzSIMT,80,F,84718,Oklahoma,married,other,employed,5,False
sdv-id-mzOWjP,20,F,25672,New Hampshire,divorced,bachelor,self_employed,3,False
sdv-id-XsACfE,18,F,48658,Montana,married,other,unemployed,4,False
sdv-id-QMWWSN,31,F,178449,Colorado,widowed,high_school,self_employed,1,True
sdv-id-WkrAcv,27,F,80741,Montana,widowed,phd,employed,3,False
sdv-id-zmSDNB,59,F,25672,Mississippi,widowed,high_school,self_employed,2,True
sdv-id-pqnnmu,18,M,25672,Texas,married,bachelor,self_employed,2,True
sdv-id-JlHsRa,18,M,25672,Wyoming,widowed,bachelor,retired,3,False
sdv-id-mBZzaJ,23,F,47512,California,married,high_school,employed,2,False
sdv-id-aZIzen,47,M,125977,Alaska,divorced,master,employed,5,True
sdv-id-yJrJqy,52,F,50815,Illinois,single,phd,self_employed,4,False
sdv-id-jkocqz,47,M,25672,Connecticut,single,bachelor,unemployed,5,False
sdv-id-CnlzQj,40,M,25672,Indiana,divorced,bachelor,unemployed,4,True
sdv-id-BcuqsB,66,F,70595,Virginia,divorced,high_school,self_employed,1,False
sdv-id-yXaBJV,37,F,25672,New Hampshire,widowed,other,retired,4,False
sdv-id-KsFgIz,78,M,85955,Michigan,widowed,phd,self_employed,2,False
sdv-id-OZqTnn,62,M,66209,Illinois,divorced,bachelor,unemployed,1,False
sdv-id-KclcHT,57,F,35867,Kansas,widowed,phd,retired,5,False
sdv-id-ebcVPA,71,F,109822,Louisiana,married,other,employed,2,False
sdv-id-TAEAmJ,42,F,29771,Missouri,divorced,high_school,unemployed,6,True
sdv-id-WfDfQY,49,F,124118,Oregon,widowed,bachelor,unemployed,2,False
sdv-id-pNCfLI,36,M,35032,Louisiana,married,high_school,employed,6,True
sdv-id-sVltsS,37,M,71637,Delaware,widowed,phd,self_employed,5,False
sdv-id-oTwDQt,43,M,25982,Vermont,married,bachelor,employed,6,True
sdv-id-kzAcHp,18,M,73395,Washington,single,bachelor,employed,4,True
sdv-id-Aqvjhq,25,F,26360,Florida,widowed,phd,employed,2,False
sdv-id-pggKvg,40,M,68718,South Dakota,widowed,master,retired,1,True
sdv-id-mfyWVA,18,F,61170,Iowa,married,high_school,employed,1,False
sdv-id-tKokun,31,M,67005,South Carolina,widowed,master,self_employed,2,False
sdv-id-pTDQKA,38,M,75719,Arizona,single,master,retired,1,False
sdv-id-imszds,37,F,25672,Delaware,married,master,self_employed,6,True
sdv-id-pFOYen,18,F,34229,Georgia,widowed,master,unemployed,4,False
sdv-id-YqasPq,61,F,25672,Montana,divorced,high_school,self_employed,2,False
sdv-id-eoYZiG,35,M,25672,Kentucky,divorced,bachelor,self_employed,3,False
sdv-id-sCjqta,49,F,129822,Tennessee,single,bachelor,employed,5,False
sdv-id-oSsCzd,18,M,58131,California,married,phd,retired,6,True
sdv-id-PNlWnX,40,M,94408,Hawaii,widowed,master,self_employed,2,True
sdv-id-tUgpGh,38,F,25672,Kentucky,divorced,other,unemployed,6,False
sdv-id-jaGakf,18,F,155067,Idaho,single,other,self_employed,5,False
sdv-id-fXYziN,25,M,34562,Connecticut,widowed,master,retired,6,True
sdv-id-jarDQo,41,M,118290,Ohio,divorced,phd,self_employed,4,False
sdv-id-ltshsR,49,M,44185,Ohio,single,other,employed,3,True
sdv-id-mbcIKJ,50,M,41109,New Mexico,divorced,phd,unemployed,1,False
sdv-id-QoOHHP,47,F,108242,Pennsylvania,single,high_school,employed,2,False
sdv-id-ibJJtC,45,M,156508,Arkansas,single,bachelor,retired,4,True
sdv-id-NWZXMD,49,M,71499,Rhode Island,married,phd,employed,1,True
sdv-id-ProCfa,36,M,25672,North Dakota,divorced,high_school,retired,2,False
sdv-id-JvtpRT,50,F,143001,Oregon,widowed,bachelor,retired,5,True
sdv-id-JjZuqR,61,F,98434,Wisconsin,widowed,master,employed,1,True
sdv-id-WyKOcq,32,F,27406,Oregon,single,phd,unemployed,5,True
sdv-id-ZunPxl,18,M,43429,Rhode Island,widowed,high_school,self_employed,6,True
sdv-id-BawPmo,40,F,151362,Texas,divorced,phd,employed,5,False
sdv-id-YoSwQI,39,M,25672,Nevada,divorced,master,self_employed,5,False
sdv-id-XxuTST,40,M,42850,Utah,widowed,other,retired,3,True
sdv-id-EOAoIk,36,M,59267,Florida,married,other,unemployed,2,True
