name,age,gender,income,state,marital_status,education,employment_status,household_size,owns_home
PSE-244619,PSE-175999,PSE-814134,PSE-914978,PSE-359138,PSE-634989,PSE-422074,PSE-931024,PSE-619673,PSE-238251
PSE-849409,PSE-781738,PSE-814134,PSE-330368,PSE-400819,PSE-634989,PSE-842196,PSE-931024,PSE-638703,PSE-510091
PSE-666787,PSE-474226,PSE-253533,PSE-992243,PSE-577692,PSE-159902,PSE-842196,PSE-379300,PSE-248978,PSE-238251
PSE-730237,PSE-808197,PSE-253533,PSE-942438,PSE-966352,PSE-893468,PSE-386851,PSE-931024,PSE-928872,PSE-510091
PSE-187503,PSE-137452,PSE-253533,PSE-262631,PSE-933824,PSE-634989,PSE-842196,PSE-923739,PSE-928872,PSE-510091
PSE-381129,PSE-226201,PSE-814134,PSE-248146,PSE-806286,PSE-527878,PSE-422074,PSE-931024,PSE-240274,PSE-238251
PSE-791058,PSE-175999,PSE-253533,PSE-579840,PSE-686737,PSE-893468,PSE-422074,PSE-379300,PSE-356247,PSE-238251
PSE-849032,PSE-665870,PSE-814134,PSE-140419,PSE-508506,PSE-893468,PSE-273071,PSE-379300,PSE-638703,PSE-238251
PSE-491694,PSE-810105,PSE-814134,PSE-368917,PSE-263321,PSE-527878,PSE-386851,PSE-379300,PSE-619673,PSE-510091
PSE-824287,PSE-665870,PSE-814134,PSE-491586,PSE-788631,PSE-159902,PSE-231555,PSE-229484,PSE-928872,PSE-510091
PSE-857521,PSE-749454,PSE-814134,PSE-972435,PSE-483293,PSE-893468,PSE-422074,PSE-931024,PSE-619673,PSE-238251
PSE-448730,PSE-733628,PSE-253533,PSE-993137,PSE-577914,PSE-893468,PSE-422074,PSE-229484,PSE-248978,PSE-238251
PSE-908277,PSE-261510,PSE-253533,PSE-236385,PSE-862280,PSE-527878,PSE-422074,PSE-229484,PSE-248978,PSE-510091
PSE-359495,PSE-510198,PSE-814134,PSE-902508,PSE-483293,PSE-527878,PSE-386851,PSE-931024,PSE-240274,PSE-510091
PSE-315601,PSE-729735,PSE-814134,PSE-181835,PSE-670870,PSE-527878,PSE-273071,PSE-923739,PSE-248978,PSE-510091
PSE-714245,PSE-117571,PSE-814134,PSE-773746,PSE-359138,PSE-634989,PSE-422074,PSE-379300,PSE-638703,PSE-510091
PSE-673085,PSE-782666,PSE-253533,PSE-861077,PSE-823924,PSE-159902,PSE-842196,PSE-931024,PSE-240274,PSE-238251
PSE-225777,PSE-781738,PSE-253533,PSE-901712,PSE-966352,PSE-159902,PSE-842196,PSE-379300,PSE-240274,PSE-510091
PSE-849462,PSE-474226,PSE-814134,PSE-301075,PSE-939900,PSE-634989,PSE-231555,PSE-229484,PSE-248978,PSE-238251
PSE-279917,PSE-545558,PSE-253533,PSE-904101,PSE-202355,PSE-527878,PSE-842196,PSE-379300,PSE-356247,PSE-510091
PSE-824408,PSE-544591,PSE-814134,PSE-204382,PSE-105859,PSE-527878,PSE-386851,PSE-229484,PSE-240274,PSE-238251
PSE-106626,PSE-912341,PSE-814134,PSE-566972,PSE-323055,PSE-634989,PSE-231555,PSE-923739,PSE-619673,PSE-510091
PSE-817157,PSE-621297,PSE-814134,PSE-522590,PSE-341822,PSE-634989,PSE-422074,PSE-931024,PSE-240274,PSE-510091
PSE-808231,PSE-502320,PSE-253533,PSE-384335,PSE-516706,PSE-893468,PSE-273071,PSE-923739,PSE-638703,PSE-238251
PSE-802327,PSE-269402,PSE-253533,PSE-119902,PSE-670870,PSE-527878,PSE-422074,PSE-923739,PSE-638703,PSE-238251
PSE-698365,PSE-396874,PSE-814134,PSE-794810,PSE-670870,PSE-634989,PSE-273071,PSE-923739,PSE-638703,PSE-238251
PSE-524409,PSE-747515,PSE-814134,PSE-402024,PSE-817134,PSE-893468,PSE-231555,PSE-923739,PSE-356247,PSE-238251
PSE-734648,PSE-429636,PSE-253533,PSE-695494,PSE-933824,PSE-893468,PSE-386851,PSE-923739,PSE-619673,PSE-510091
PSE-349409,PSE-827793,PSE-253533,PSE-469197,PSE-263321,PSE-159902,PSE-386851,PSE-923739,PSE-619673,PSE-238251
PSE-802655,PSE-186751,PSE-814134,PSE-436291,PSE-862280,PSE-527878,PSE-842196,PSE-229484,PSE-248978,PSE-238251
PSE-600081,PSE-625687,PSE-814134,PSE-897665,PSE-773942,PSE-634989,PSE-386851,PSE-379300,PSE-638703,PSE-510091
PSE-513023,PSE-335025,PSE-814134,PSE-185019,PSE-645413,PSE-527878,PSE-842196,PSE-931024,PSE-240274,PSE-510091
PSE-555045,PSE-377800,PSE-253533,PSE-762954,PSE-116053,PSE-893468,PSE-231555,PSE-229484,PSE-928872,PSE-238251
PSE-611866,PSE-502320,PSE-814134,PSE-772109,PSE-939719,PSE-159902,PSE-273071,PSE-379300,PSE-248978,PSE-238251
PSE-133536,PSE-800875,PSE-814134,PSE-441991,PSE-312995,PSE-527878,PSE-842196,PSE-931024,PSE-240274,PSE-238251
PSE-225817,PSE-214819,PSE-253533,PSE-336214,PSE-325461,PSE-634989,PSE-842196,PSE-229484,PSE-356247,PSE-238251
PSE-320932,PSE-745200,PSE-253533,PSE-104776,PSE-778017,PSE-159902,PSE-842196,PSE-229484,PSE-248978,PSE-238251
PSE-203076,PSE-544591,PSE-253533,PSE-943130,PSE-325461,PSE-634989,PSE-273071,PSE-229484,PSE-638703,PSE-238251
PSE-495651,PSE-694538,PSE-253533,PSE-952957,PSE-806286,PSE-634989,PSE-842196,PSE-229484,PSE-619673,PSE-510091
PSE-701561,PSE-230071,PSE-253533,PSE-316873,PSE-360869,PSE-634989,PSE-231555,PSE-931024,PSE-619673,PSE-238251
PSE-688985,PSE-335025,PSE-253533,PSE-128719,PSE-516706,PSE-527878,PSE-422074,PSE-923739,PSE-638703,PSE-238251
PSE-523986,PSE-214819,PSE-253533,PSE-210482,PSE-341822,PSE-893468,PSE-422074,PSE-229484,PSE-928872,PSE-510091
PSE-869571,PSE-709931,PSE-814134,PSE-160878,PSE-577914,PSE-634989,PSE-273071,PSE-931024,PSE-356247,PSE-510091
PSE-608711,PSE-972257,PSE-253533,PSE-848000,PSE-309376,PSE-527878,PSE-422074,PSE-931024,PSE-240274,PSE-510091
PSE-171277,PSE-870951,PSE-814134,PSE-902719,PSE-249373,PSE-159902,PSE-422074,PSE-931024,PSE-356247,PSE-510091
PSE-788498,PSE-396874,PSE-814134,PSE-237955,PSE-346668,PSE-893468,PSE-842196,PSE-229484,PSE-240274,PSE-510091
PSE-617139,PSE-226201,PSE-814134,PSE-772064,PSE-477202,PSE-527878,PSE-231555,PSE-229484,PSE-356247,PSE-510091
PSE-671245,PSE-193062,PSE-814134,PSE-261341,PSE-202355,PSE-159902,PSE-231555,PSE-923739,PSE-248978,PSE-510091
PSE-608835,PSE-429636,PSE-814134,PSE-430487,PSE-806286,PSE-893468,PSE-273071,PSE-923739,PSE-248978,PSE-238251
PSE-598220,PSE-745200,PSE-814134,PSE-639443,PSE-642795,PSE-527878,PSE-842196,PSE-229484,PSE-638703,PSE-238251
PSE-181509,PSE-729735,PSE-253533,PSE-747933,PSE-202355,PSE-634989,PSE-231555,PSE-229484,PSE-248978,PSE-510091
PSE-603285,PSE-545558,PSE-253533,PSE-887104,PSE-400819,PSE-893468,PSE-842196,PSE-229484,PSE-356247,PSE-238251
PSE-815420,PSE-781738,PSE-253533,PSE-140306,PSE-995122,PSE-634989,PSE-842196,PSE-931024,PSE-619673,PSE-238251
PSE-373554,PSE-117571,PSE-814134,PSE-276791,PSE-995122,PSE-159902,PSE-842196,PSE-379300,PSE-248978,PSE-238251
PSE-642553,PSE-763226,PSE-814134,PSE-352457,PSE-645413,PSE-634989,PSE-842196,PSE-923739,PSE-248978,PSE-510091
PSE-127736,PSE-186751,PSE-814134,PSE-379290,PSE-520642,PSE-634989,PSE-422074,PSE-931024,PSE-928872,PSE-510091
PSE-412748,PSE-257666,PSE-253533,PSE-998224,PSE-645413,PSE-634989,PSE-422074,PSE-931024,PSE-619673,PSE-510091
PSE-493045,PSE-763226,PSE-253533,PSE-799663,PSE-880964,PSE-159902,PSE-231555,PSE-931024,PSE-928872,PSE-510091
PSE-984463,PSE-488883,PSE-814134,PSE-388375,PSE-636437,PSE-527878,PSE-842196,PSE-931024,PSE-356247,PSE-238251
PSE-293125,PSE-781738,PSE-253533,PSE-974642,PSE-577914,PSE-159902,PSE-231555,PSE-923739,PSE-638703,PSE-510091
PSE-348893,PSE-749454,PSE-814134,PSE-549375,PSE-520642,PSE-527878,PSE-386851,PSE-379300,PSE-619673,PSE-238251
PSE-467675,PSE-733628,PSE-814134,PSE-550666,PSE-323055,PSE-634989,PSE-422074,PSE-931024,PSE-356247,PSE-238251
PSE-993398,PSE-787805,PSE-814134,PSE-490328,PSE-697204,PSE-527878,PSE-422074,PSE-931024,PSE-248978,PSE-238251
PSE-868061,PSE-664577,PSE-253533,PSE-229507,PSE-116053,PSE-159902,PSE-422074,PSE-379300,PSE-356247,PSE-238251
PSE-131223,PSE-621297,PSE-814134,PSE-940934,PSE-788631,PSE-893468,PSE-842196,PSE-379300,PSE-356247,PSE-510091
PSE-310545,PSE-684861,PSE-814134,PSE-112542,PSE-645413,PSE-893468,PSE-422074,PSE-229484,PSE-240274,PSE-510091
PSE-839506,PSE-504424,PSE-814134,PSE-256850,PSE-198229,PSE-159902,PSE-273071,PSE-931024,PSE-248978,PSE-238251
PSE-152472,PSE-800875,PSE-253533,PSE-306690,PSE-880740,PSE-893468,PSE-231555,PSE-931024,PSE-248978,PSE-238251
PSE-870102,PSE-781738,PSE-253533,PSE-351367,PSE-202355,PSE-159902,PSE-273071,PSE-931024,PSE-356247,PSE-510091
PSE-353245,PSE-117571,PSE-253533,PSE-218639,PSE-823924,PSE-893468,PSE-842196,PSE-923739,PSE-356247,PSE-238251
PSE-925886,PSE-733628,PSE-814134,PSE-116165,PSE-771412,PSE-634989,PSE-231555,PSE-923739,PSE-356247,PSE-510091
PSE-364234,PSE-230071,PSE-814134,PSE-709892,PSE-323055,PSE-527878,PSE-422074,PSE-379300,PSE-619673,PSE-510091
PSE-490884,PSE-749454,PSE-814134,PSE-972377,PSE-778017,PSE-527878,PSE-231555,PSE-923739,PSE-248978,PSE-510091
PSE-695724,PSE-230071,PSE-253533,PSE-209649,PSE-969607,PSE-893468,PSE-842196,PSE-923739,PSE-638703,PSE-238251
PSE-213652,PSE-808197,PSE-814134,PSE-366881,PSE-636437,PSE-634989,PSE-273071,PSE-923739,PSE-928872,PSE-238251
PSE-601328,PSE-664577,PSE-253533,PSE-555696,PSE-360869,PSE-159902,PSE-386851,PSE-229484,PSE-240274,PSE-510091
PSE-554513,PSE-488883,PSE-253533,PSE-934751,PSE-686737,PSE-634989,PSE-273071,PSE-229484,PSE-240274,PSE-510091
PSE-805507,PSE-917721,PSE-814134,PSE-724835,PSE-966352,PSE-159902,PSE-273071,PSE-379300,PSE-248978,PSE-510091
PSE-996495,PSE-709931,PSE-253533,PSE-789568,PSE-788631,PSE-634989,PSE-273071,PSE-923739,PSE-619673,PSE-510091
PSE-697881,PSE-917721,PSE-814134,PSE-623004,PSE-325461,PSE-893468,PSE-842196,PSE-229484,PSE-928872,PSE-238251
PSE-468267,PSE-763226,PSE-814134,PSE-475331,PSE-788631,PSE-634989,PSE-386851,PSE-931024,PSE-638703,PSE-510091
PSE-465747,PSE-257666,PSE-253533,PSE-279797,PSE-846484,PSE-527878,PSE-422074,PSE-923739,PSE-248978,PSE-510091
PSE-476162,PSE-186751,PSE-253533,PSE-877882,PSE-471313,PSE-893468,PSE-273071,PSE-931024,PSE-638703,PSE-510091
PSE-832617,PSE-808197,PSE-253533,PSE-823711,PSE-939900,PSE-893468,PSE-842196,PSE-923739,PSE-356247,PSE-510091
PSE-389093,PSE-628879,PSE-814134,PSE-122591,PSE-880964,PSE-893468,PSE-386851,PSE-923739,PSE-619673,PSE-238251
PSE-250275,PSE-749454,PSE-253533,PSE-743865,PSE-856769,PSE-159902,PSE-842196,PSE-931024,PSE-240274,PSE-510091
PSE-400861,PSE-516884,PSE-253533,PSE-175949,PSE-645413,PSE-527878,PSE-386851,PSE-931024,PSE-248978,PSE-510091
PSE-120440,PSE-696967,PSE-253533,PSE-765084,PSE-995122,PSE-893468,PSE-422074,PSE-379300,PSE-619673,PSE-510091
PSE-195528,PSE-696967,PSE-253533,PSE-843357,PSE-323055,PSE-634989,PSE-386851,PSE-923739,PSE-248978,PSE-510091
PSE-181042,PSE-185225,PSE-253533,PSE-217951,PSE-862280,PSE-634989,PSE-273071,PSE-229484,PSE-619673,PSE-238251
PSE-794396,PSE-870951,PSE-814134,PSE-490451,PSE-483293,PSE-893468,PSE-386851,PSE-923739,PSE-928872,PSE-238251
PSE-750122,PSE-694538,PSE-253533,PSE-211378,PSE-966352,PSE-159902,PSE-386851,PSE-379300,PSE-248978,PSE-238251
PSE-727093,PSE-186751,PSE-814134,PSE-610553,PSE-771412,PSE-634989,PSE-273071,PSE-229484,PSE-240274,PSE-238251
PSE-515689,PSE-375360,PSE-814134,PSE-934805,PSE-309376,PSE-634989,PSE-273071,PSE-229484,PSE-356247,PSE-238251
PSE-745351,PSE-375360,PSE-253533,PSE-172782,PSE-862280,PSE-634989,PSE-273071,PSE-923739,PSE-638703,PSE-238251
PSE-245144,PSE-502320,PSE-814134,PSE-457819,PSE-823924,PSE-159902,PSE-842196,PSE-229484,PSE-356247,PSE-238251
PSE-910558,PSE-175999,PSE-253533,PSE-975807,PSE-939900,PSE-634989,PSE-231555,PSE-229484,PSE-619673,PSE-238251
PSE-550939,PSE-696967,PSE-253533,PSE-370853,PSE-939719,PSE-634989,PSE-842196,PSE-229484,PSE-638703,PSE-510091
PSE-944245,PSE-787805,PSE-814134,PSE-218994,PSE-778017,PSE-527878,PSE-386851,PSE-931024,PSE-356247,PSE-510091
PSE-237080,PSE-733628,PSE-814134,PSE-539725,PSE-697204,PSE-634989,PSE-231555,PSE-379300,PSE-638703,PSE-238251
PSE-547596,PSE-747515,PSE-253533,PSE-557534,PSE-834911,PSE-634989,PSE-842196,PSE-923739,PSE-619673,PSE-510091
PSE-726687,PSE-749454,PSE-253533,PSE-696577,PSE-516706,PSE-159902,PSE-842196,PSE-931024,PSE-928872,PSE-510091
PSE-546062,PSE-474226,PSE-253533,PSE-382363,PSE-817134,PSE-527878,PSE-842196,PSE-229484,PSE-240274,PSE-510091
PSE-501540,PSE-226201,PSE-814134,PSE-960059,PSE-817134,PSE-634989,PSE-273071,PSE-931024,PSE-638703,PSE-238251
PSE-249592,PSE-543485,PSE-253533,PSE-568919,PSE-966352,PSE-893468,PSE-842196,PSE-229484,PSE-356247,PSE-510091
PSE-442918,PSE-511675,PSE-253533,PSE-357801,PSE-963228,PSE-893468,PSE-231555,PSE-923739,PSE-356247,PSE-238251
PSE-314889,PSE-193062,PSE-253533,PSE-964255,PSE-645413,PSE-527878,PSE-386851,PSE-923739,PSE-248978,PSE-510091
PSE-371360,PSE-261510,PSE-814134,PSE-932326,PSE-969607,PSE-159902,PSE-273071,PSE-931024,PSE-928872,PSE-238251
PSE-715329,PSE-261510,PSE-814134,PSE-549247,PSE-116053,PSE-634989,PSE-386851,PSE-923739,PSE-248978,PSE-238251
PSE-667253,PSE-511675,PSE-814134,PSE-122373,PSE-194750,PSE-893468,PSE-231555,PSE-923739,PSE-638703,PSE-238251
PSE-646476,PSE-747515,PSE-814134,PSE-637241,PSE-520642,PSE-634989,PSE-422074,PSE-229484,PSE-928872,PSE-238251
PSE-425630,PSE-337172,PSE-814134,PSE-599677,PSE-939900,PSE-893468,PSE-273071,PSE-229484,PSE-638703,PSE-238251
PSE-963722,PSE-345017,PSE-253533,PSE-233387,PSE-577914,PSE-527878,PSE-422074,PSE-379300,PSE-240274,PSE-510091
PSE-178884,PSE-282126,PSE-814134,PSE-670576,PSE-194750,PSE-893468,PSE-386851,PSE-379300,PSE-928872,PSE-238251
PSE-408331,PSE-171328,PSE-253533,PSE-856713,PSE-697204,PSE-634989,PSE-842196,PSE-931024,PSE-619673,PSE-510091
PSE-206205,PSE-193062,PSE-253533,PSE-195307,PSE-312995,PSE-159902,PSE-231555,PSE-229484,PSE-240274,PSE-510091
PSE-405049,PSE-628879,PSE-253533,PSE-750989,PSE-933824,PSE-527878,PSE-231555,PSE-923739,PSE-638703,PSE-238251
